lemma,stem,part_of_speech_id
ininamaw,ininamaw,vta
ininan,inin,vti
ininaw,ininaw,vta
ininigaade,ininigaade,vii
ininigaazo,ininigaazo,vai
ininige,ininige,vai
ininiikaazo,ininiikaazo,vai
ininiiwi,ininiiwi,vai
initaagozi,initaagozi,vai
initaagwad,initaagwad,vii
initan,init,vti
initaw,initaw,vta
iniz,inizw,vta
inizan,iniz,vti
inizekwe,inizekwe,vai
inizh,inizhw,vta
inizhamaw,inizhamaw,vta
inizhan,inizh,vti
inizhigaade,inizhigaade,vii
inizhigaazo,inizhigaazo,vai
inizhige,inizhige,vai
inizhwi,inizhw,vta
inizige,inizige,vai
inizo,inizo,vai
inoo'amaw,inoo'amaw,vta
inoo'an,inoo',vti
inoo'ige,inoo'ige,vai
inoo'wi,inoo'w,vta
inoode,inoode,vai
inoom,inoom,vta
inoomaawaso,inoomaawaso,vai
inoomigo,inoomigo,vai
inoondan,inoond,vti
inootaage,inootaage,vai
inootaw,inootaw,vta
inose,inose,vai
inwe,inwe,vai
inwewe,inwewe,vii
inweweba'idiwag,inweweba'idi,vai
inwewebagaasin,inwewebagaasin,vii
inwewebatoo,inwewebatoo,vai
inwewebiisaa,inwewebiisaa,vii
inwewebiisaan,inwewebiisaan,vii
inwewebizo,inwewebizo,vai
inweweshim,inweweshim,vta
inweweshin,inweweshin,vai
inwewesidoon,inwewesid,vti2
inwewesin,inwewesin,vii
inwewetoo,inwewetoo,vai
inweweyaadagaa,inweweyaadagaa,vai
inweweyaadagaako,inweweyaadagaako,vai
inweweyaadagaazii,inweweyaadagaazii,vai
inweweyaanimad,inweweyaanimad,vii
inweweyaashi,inweweyaashi,vai
inweweyaashkaa,inweweyaashkaa,vii
inweweyaasin,inweweyaasin,vii
inwewidam,inwewidam,vai
ipa'igo,ipa'igo,vai
ipide,ipide,vii
ipizo',ipizo',vta
ipizo,ipizo,vai
ipizoni',ipizoni',vta
ipizonitoon,ipizonit,vti2
ipogozi,ipogozi,vai
ipogwad,ipogwad,vii
ipwi,ipw,vta
ishkaabam,ishkaabam,vta
ishkaabandan,ishkaaband,vti
ishkaabi,ishkaabi,vai
ishkaakodiyebi,ishkaakodiyebi,vai
ishkabi,ishkabi,vai
ishkendan,ishkend,vti
ishkenim,ishkenim,vta
ishkidiyebi,ishkidiyebi,vai
ishkigaabawi,ishkigaabawi,vai
ishkigaade,ishkigaade,vai
ishkishin,ishkishin,vai
ishkodeke,ishkodeke,vai
ishkodewan,ishkodewan,vii
ishkodewi,ishkodewi,vai
ishkon,ishkon,vta
ishkonamaw,ishkonamaw,vta
ishkonan,ishkon,vti
ishkonazh,ishkonaN,vta
ishkonigaade,ishkonigaade,vii
ishkonigaazo,ishkonigaazo,vai
ishkonige,ishkonige,vai
ishkozhamaw,ishkozhamaw,vta
ishkozhan,ishkozh,vti
ishkozhigaade,ishkozhigaade,vii
ishkozhige,ishkozhige,vai
ishkozhwi,ishkozhw,vta
ishkwaa-aabitaa-dibikad,ishkwaaaabitaadibikad,vii
ishkwaa-anama'e-giizhigad,ishkwaaanama'egiizhigad,vii
ishkwaa-ayaa,ishkwaaayaa,vai
ishkwaa-naawakwe,ishkwaanaawakwe,vii
ishkwaabiisaa,ishkwaabiisaa,vii
ishkwaabiisaan,ishkwaabiisaan,vii
ishkwaagaa,ishkwaagaa,vii
ishkwaagamizige,ishkwaagamizige,vai
ishkwaajinikaazo,ishkwaajinikaazo,vai
ishkwaakamigad,ishkwaakamigad,vii
ishkwaanaamo,ishkwaanaamo,vai
ishkwaapon,ishkwaapo,vii
ishkwaase,ishkwaase,vii
ishkwaataa,ishkwaataa,vai
ishkwaayaanimad,ishkwaayaanimad,vii
ishkwaayaasige,ishkwaayaasige,vai
ishkwam,ishkwam,vta
ishkwandamaw,ishkwandamaw,vta
ishkwandan,ishkwand,vti
ishkwanjigaade,ishkwanjigaade,vii
ishkwanjigaazo,ishkwanjigaazo,vai
ishkwanjige,ishkwanjige,vai
ishkwebi,ishkwebi,vai
ishkwedaabii'iwe,ishkwedaabii'iwe,vai
ishkwegaabawi,ishkwegaabawi,vai
ishkwege,ishkwege,vai
ishkwegoode,ishkwegoode,vii
ishkwegoodoon,ishkwegood,vti2
ishkwegoojin,ishkwegoojin,vai
ishkwegoozh,ishkwegooN,vta
ishkwenikaazo,ishkwenikaazo,vai
ishkweshim,ishkweshim,vta
ishkweshimo,ishkweshimo,vai
ishkweshin,ishkweshin,vai
ishkwesidoon,ishkwesid,vti2
ishkwesin,ishkwesin,vii
ishkwii,ishkwii,vai
ishpaa,ishpaa,vii
ishpaabi,ishpaabi,vai
ishpaabiigibide,ishpaabiigibide,vii
ishpaabikaa,ishpaabikaa,vii
ishpaagamishkaa,ishpaagamishkaa,vii
ishpaagonagaa,ishpaagonagaa,vii
ishpaagone'ige,ishpaagone'ige,vai
ishpaakoshim,ishpaakoshim,vta
ishpaakoshin,ishpaakoshin,vai
ishpaakosidoon,ishpaakosid,vti2
ishpaakosin,ishpaakosin,vii
ishpaandawe,ishpaandawe,vai
ishpaandawebide,ishpaandawebide,vii
ishpaandawebizo,ishpaandawebizo,vai
ishpaashi,ishpaashi,vai
ishpaasin,ishpaasin,vii
ishpaatenan,ishpaaten,vti
ishpaatenige,ishpaatenige,vai
ishpaatoon,ishpaat,vti2
ishpabi,ishpabi,vai
ishpadinaa,ishpadinaa,vii
ishpadowe,ishpadowe,vai
ishpagim,ishpagim,vta
ishpagindaaso,ishpagindaaso,vai
ishpagindan,ishpagind,vti
ishpaginde,ishpaginde,vii
ishpaginzo,ishpaginzo,vai
ishpagoode,ishpagoode,vii
ishpagoodoon,ishpagood,vti2
ishpagoojin,ishpagoojin,vai
ishpagoozh,ishpagooN,vta
ishpagoozi,ishpagoozi,vai
ishpakamigaa,ishpakamigaa,vii
ishpakide,ishpakide,vii
ishpakidoon,ishpakid,vti2
ishpakii,ishpakiiishpakiiishpakii,vii
ishpashkad,ishpashkad,vii
ishpashkosiwagaa,ishpashkosiwagaa,vii
ishpendaagozi,ishpendaagozi,vai
ishpendaagwad,ishpendaagwad,vii
ishpendan,ishpend,vti
ishpenim,ishpenim,vta
ishpenimo,ishpenimo,vai
ishpi-dagwaagin,ishpidagwaagi,vii
ishpi-dibikad,ishpidibikad,vii
ishpi-niibin,ishpiniibin,vii
ishpi-ziigwan,ishpiziigwan,vii
ishpibide,ishpibide,vii
ishpibiiyaa,ishpibiiyaa,vii
ishpibizo,ishpibizo,vai
ishpigwaashkwani,ishpigwaashkwani,vai
ishpimisagokaade,ishpimisagokaade,vii
ishpin,ishpin,vta
ishpinan,ishpin,vti
ishpinikeni,ishpinikeni,vai
ishpise,ishpise,vai
ishpise,ishpise,vii
ishpishim,ishpishim,vta
ishpishin,ishpishin,vai
ishpisidoon,ishpisid,vti2
ishpisin,ishpisin,vii
ishpiweba',ishpiweba'w,vta
ishpiweba'an,ishpiweba',vti
ishpiwebin,ishpiwebin,vta
ishpiwebinan,ishpiwebin,vti
ishpiwebishkan,ishpiwebishk,vti
ishpiwebishkaw,ishpiwebishkaw,vta
ishpoonagad,ishpoonagad,vii
ishwaachinoon,ishwaachin,vii
ishwaachiwag,ishwaachi,vai
ishwaaso-biboonagad,ishwaasobiboonagad,vii
ishwaaso-biboonagizi,ishwaasobiboonagizi,vai
ishwaaso-diba'iganed,ishwaasodiba'iganed,vii
ishwaaso-giiziswagad,ishwaasogiiziswagad,vii
ishwaaso-giiziswagizi,ishwaasogiiziswagizi,vai
ishwaasogonagad,ishwaasogonagad,vii
ishwaasogonagizi,ishwaasogonagizi,vai
iska'amaw,iska'amaw,vta
iska'an,iska',vti
iska'ibii,iska'ibii,vai
iska'ige,iska'ige,vai
iskaabii,iskaabii,vii
iskaakizige,iskaakizige,vai
iskandan,iskand,vti
iskaso,iskaso,vai
iskate,iskate,vii
iskatese,iskatese,vii
iskigaa,iskigaa,vai
iskigamide,iskigamide,vii
iskigamizan,iskigamiz,vti
iskigamizigaade,iskigamizigaade,vii
iskigamizige,iskigamizige,vai
iskigamizo,iskigamizo,vai
izhaa,izhaa,vai
izhaamagad,izhaamagad,vii
izhi',izhi',vta
izhi'o,izhi'o,vai
izhi,iN,vta
izhi-ayaa,izhiayaa,vai
izhi-giizhigad,izhigiizhigad,vii
izhi-wiindan,izhiwiind,vti
izhi-wiinde,izhiwiinde,vii
izhi-wiinzh,izhiwiinN,vta
izhi-wiinzo,izhiwiinzo,vai
izhiba'igo,izhiba'igo,vai
izhibagad,izhibagad,vii
izhibagizi,izhibagizi,vai
izhibii'amaw,izhibii'amaw,vta
izhibii'an,izhibii',vti
izhibii'igaade,izhibii'igaade,vii
izhibii'igaazo,izhibii'igaazo,vai
izhibii'ige,izhibii'ige,vai
izhibiisaa,izhibiisaa,vii
izhichigaade,izhichigaade,vii
izhichigaazo,izhichigaazo,vai
izhichige,izhichigeizhichige,vai
izhidaabaadamaw,izhidaabaadamaw,vta
izhidaabaadan,izhidaabaad,vti
izhidaabaade,izhidaabaade,vii
izhidaabaazh,izhidaabaaN,vta
izhidaabaazo,izhidaabaazo,vai
izhidaabii',izhidaabii',vta
izhidaabii'iwe,izhidaabii'iwe,vai
izhidaabii,izhidaabii,vai
izhidaamikane,izhidaamikane,vai
izhidiyeni,izhidiyeni,vai
izhidiyeshin,izhidiyeshin,vai
izhidoonem,izhidoonem,vta
izhidooneni,izhidooneni,vai
izhidoonetaw,izhidoonetaw,vta
izhigaabawi,izhigaabawi,vai
izhigaade,izhigaade,vai
izhigaadeni,izhigaadeni,vai
izhigamaa,izhigamaa,vii
izhiganzhii,izhiganzhii,vai
izhigi,izhigi,vai
izhigidaazo,izhigidaazo,vai
izhigiizhwe,izhigiizhwe,vai
izhigin,izhigin,vii
izhigozi,izhigozi,vai
izhigwaadan,izhigwaad,vti
izhigwaade,izhigwaade,vii
izhigwaashkwani,izhigwaashkwani,vai
izhigwaaso,izhigwaaso,vai
izhigwaazh,izhigwaaN,vta
izhigwaazo,izhigwaazo,vai
izhiigad,izhiigad,vii
izhiigibidoon,izhiigibid,vti2
izhiigibizh,izhiigibiN,vta
izhiigin,izhiigin,vta
izhiiginan,izhiigin,vti
izhiiginigaade,izhiiginigaade,vii
izhiiginigaazo,izhiiginigaazo,vai
izhiigisidoon,izhiigisid,vti2
izhiigizi,izhiigizi,vai
izhiinowag,izhiino,vai
izhijaane,izhijaane,vai
izhijiwan,izhijiwan,vii
izhikawe,izhikawe,vai
izhikonaye,izhikonaye,vai
izhimaagozi,izhimaagozi,vai
izhimaagwad,izhimaagwad,vii
izhimaam,izhimaam,vta
izhimaandan,izhimaand,vti
izhimaaso,izhimaaso,vai
izhimaate,izhimaate,vii
izhinaago',izhinaago',vta
izhinaago'idizo,izhinaago'idizo,vai
izhinaagotoon,izhinaagot,vti2
izhinaagozi,izhinaagozi,vai
izhinaagwad,izhinaagwad,vii
izhinaazha',izhinaazha'w,vta
izhinaazhikaw,izhinaazhikaw,vta
izhinan,izhin,vti
izhinaw,izhinaw,vta
izhingwashi,izhingwashi,vai
izhinigaadan,izhinigaad,vti
izhinigaazh,izhinigaaN,vta
izhinige,izhinige,vai
izhinikaadan,izhinikaad,vti
izhinikaade,izhinikaade,vii
izhinikaazh,izhinikaaN,vta
izhinikaazo,izhinikaazo,vai
izhinike,izhinike,vai
izhinikeni,izhinikeni,vai
izhininjiini,izhininjiini,vai
izhinizha',izhinizha'w,vta
izhinizha'amaw,izhinizha'amaw,vta
izhinizha'an,izhinizha',vti
izhinizha'igaade,izhinizha'igaade,vii
izhinizha'igaazo,izhinizha'igaazo,vai
izhinizha'ige,izhinizha'ige,vai
izhinizhikaage,izhinizhikaage,vai
izhinizhikaw,izhinizhikaw,vta
izhinizhimo,izhinizhimo,vai
izhinoo',izhinoo',vta
izhinoo'amaw,izhinoo'amaw,vta
izhinoo'an,izhinoo',vti
izhinoo'ige,izhinoo'ige,vai
izhipon,izhipo,vii
izhise,izhise,vai
izhise,izhise,vii
izhishim,izhishim,vta
izhishimo,izhishimo,vai
izhishin,izhishin,vai
izhishkiinzhigwe,izhishkiinzhigwe,vai
izhisidoon,izhisid,vti2
izhisin,izhisin,vii
izhitamaw,izhitamaw,vta
izhitaw,izhitaw,vta
izhitawage,izhitawage,vai
izhitigweyaa,izhitigweyaa,vii
izhitoon,izhit,vti2
izhitwaa,izhitwaa,vai
izhiwane,izhiwane,vai
izhiwanen,izhiwanen,vai + o
izhiweba',izhiweba'w,vta
izhiweba'an,izhiweba',vti
izhiwebad,izhiwebad,vii
izhiwebin,izhiwebin,vta
izhiwebinamaw,izhiwebinamaw,vta
izhiwebinan,izhiwebin,vti
izhiwebishkan,izhiwebishk,vti
izhiwebishkaw,izhiwebishkaw,vta
izhiwebizi,izhiwebizi,vai
izhiwidaaso,izhiwidaaso,vai
izhiwidamaage,izhiwidamaage,vai
izhiwidamaw,izhiwidamaw,vta
izhiwidaw,izhiwidaw,vta
izhiwidoon,izhiwid,vti2
izhiwiiwakwaane,izhiwiiwakwaane,vai
izhiwijigaade,izhiwijigaade,vii
izhiwijigaazo,izhiwijigaazo,vai
izhiwijige,izhiwijige,vai
izhiwizh,izhiwiN,vta
izhizide,izhizide,vai
izhizideni,izhizideni,vai
izhizidetaw,izhizidetaw,vta
izisin,izisin,vii
jaachaamo,jaachaamo,vai
jaachaamozwi,jaachaamozw,vta
jaachaangiwebishkan,jaachaangiwebishk,vti
jaachaangiwebishkaw,jaachaangiwebishkaw,vta
jaachaangiwebishkige,jaachaangiwebishkige,vai
jaaga'e,jaaga'e,vai
jaaga'ookii,jaaga'ookii,vai
jaaga'oozh,jaaga'oN,vta
jaagaabaji',jaagaabaji',vta
jaagaabajitoon,jaagaabajit,vti2
jaagaakide,jaagaakide,vii
jaagaakiz,jaagaakizw,vta
jaagaakizan,jaagaakiz,vti
jaagaakizo,jaagaakizo,vai
jaagaawadoon,jaagaawad,vti2
jaagaawazh,jaagaawaN,vta
jaagadaawaage,jaagadaawaage,vai
jaagadaawaagen,jaagadaawaage,vai + o
jaagam,jaagam,vta
jaagandan,jaagand,vti
jaaganjige,jaaganjige,vai
jaagawinzo,jaagawinzo,vai
jaagiboode,jaagiboode,vii
jaagiboodoon,jaagibood,vti2
jaagiboozh,jaagibooN,vta
jaagiboozo,jaagiboozo,vai
jaagide,jaagide,vii
jaagidewaandagizi,jaagidewaandagizi,vai
jaagidewipogozi,jaagidewipogozi,vai
jaagidewipogwad,jaagidewipogwad,vii
jaagin,jaagin,vta
jaaginamaw,jaaginamaw,vta
jaaginan,jaagin,vti
jaaginazh,jaaginaN,vta
jaagine,jaagine,vai
jaaginigaade,jaaginigaade,vii
jaaginigaazo,jaaginigaazo,vai
jaaginige,jaaginige,vai
jaagise,jaagise,vai
jaagise,jaagise,vii
jaagiz,jaagizw,vta
jaagizamaw,jaagizamaw,vta
jaagizan,jaagiz,vti
jaagizhooniyaaweshin,jaagizhooniyaaweshin,vai
jaagizige,jaagizige,vai
jaagizo,jaagizo,vai
jaagizodizo,jaagizodizo,vai
jaangaa,jaangaa,vii
jaangaakweni,jaangaakweni,vai
jaangaanoweni,jaangaanoweni,vai
jaangidiyeni,jaangidiyeni,vai
jaangidiyeshin,jaangidiyeshin,vai
jaka',jaka'w,vta
jaka'an,jaka',vti
jaka'ige,jaka'ige,vai
jakanaamo,jakanaamo,vai
jakiiwii,jakiiwii,vai
jekaagaminan,jekaagamin,vti
jekaagoneshim,jekaagoneshim,vta
jekaagoneshin,jekaagoneshin,vai
jekaagonesidoon,jekaagonesid,vti2
jekaagonesin,jekaagonesin,vii
jekadaawangisin,jekadaawangisin,vii
jekadaawangiweba'an,jekadaawangiweba',vti
jekibidoon,jekibid,vti2
jekibiin,jekibiin,vta
jekibiinan,jekibiin,vti
jekibiisin,jekibiisin,vii
jekibizh,jekibiN,vta
jekishim,jekishim,vta
jekishin,jekishin,vai
jekisidoon,jekisid,vti2
jekisin,jekisin,vii
jiibaabi,jiibaabi,vai
jiibaabitaw,jiibaabitaw,vta
jiibaakwaadan,jiibaakwaad,vti
jiibaakwaazh,jiibaakwaaN,vta
jiibaakwe,jiibaakwe,vai
jiibadaakogaabawi,jiibadaakogaabawi,vai
jiibadaakogaade,jiibadaakogaade,vai
jiibadaakonike,jiibadaakonike,vai
jiibadabi,jiibadabi,vai
jiibajigaade,jiibajigaade,vai
jiibajigwayawe,jiibajigwayawe,vai
jiibajinike,jiibajinike,vai
jiibenaake,jiibenaake,vai
jiibiingweni,jiibiingweni,vai
jiibiingwetaw,jiibiingwetaw,vta
jiibo',jiibo',vta
jiiboboodoon,jiibobood,vti2
jiiboboozh,jiibobooN,vta
jiiboga'an,jiiboga',vti
jiiboga'wi,jiiboga'w,vta
jiibokodan,jiibokod,vti
jiibokode,jiibokode,vii
jiibokoozhe,jiibokoozhe,vai
jiibokozh,jiibokoN,vta
jiiboningwii,jiiboningwii,vai
jiiboshkinzhii,jiiboshkinzhii,vai
jiibotoon,jiibot,vti2
jiibozhan,jiibozh,vti
jiibozhigwane,jiibozhigwane,vai
jiibozhwi,jiibozhw,vta
jiibozi,jiibozi,vai
jiibwaa,jiibwaa,vii
jiibwaabiigad,jiibwaabiigad,vii
jiibwaabiigamowag,jiibwaabiigamo,vai
jiibwaabiigibidoon,jiibwaabiigibid,vti2
jiibwaabiigizi,jiibwaabiigizi,vai
jiibwaabikaa,jiibwaabikaa,vii
jiibwaabikad,jiibwaabikad,vii
jiibwaabikizi,jiibwaabikizi,vai
jiibwaakozi,jiibwaakozi,vai
jiibwaakwad,jiibwaakwad,vii
jiibwaanowe,jiibwaanowe,vai
jiibwadinaa,jiibwadinaa,vii
jiibwanashkidii,jiibwanashkidii,vai
jiibwegad,jiibwegad,vii
jiibwegin,jiibwegin,vta
jiibweginan,jiibwegin,vti
jiibwegizhan,jiibwegizh,vti
jiibwegizhwi,jiibwegizhw,vta
jiibwegizi,jiibwegizi,vai
jiichiibaabi,jiichiibaabi,vai
jiichiibaabitaw,jiichiibaabitaw,vta
jiichiibigaadeshkaa,jiichiibigaadeshkaa,vai
jiichiibiingwetaa,jiichiibiingwetaa,vai
jiichiibiingwetaw,jiichiibiingwetaw,vta
jiichiibingwaamo,jiichiibingwaamo,vai
jiichiibininjiini,jiichiibininjiini,vai
jiichiibishkaa,jiichiibishkaa,vai
jiichiibishkaa,jiichiibishkaa,vii
jiichiibishkiinzhigwe,jiichiibishkiinzhigwe,vai
jiichiibiwebin,jiichiibiwebin,vta
jiichiibizideni,jiichiibizideni,vai
jiichiigaakoshimoono,jiichiigaakoshimoono,vai
jiichiigawiganebizh,jiichiigawiganebiN,vta
jiichiigibidoon,jiichiigibid,vti2
jiichiigibinidizo,jiichiigibinidizo,vai
jiichiigibizh,jiichiigibiN,vta
jiichiigii,jiichiigii,vai
jiichiigwaanowe,jiichiigwaanowe,vai
jiichiigwam,jiichiigwam,vta
jiichiigwandan,jiichiigwand,vti
jiichiigwanjige,jiichiigwanjige,vai
jiichiishkinzhe'ige,jiichiishkinzhe'ige,vai
jiiga'aazh,jiiga'aaN,vta
jiiga'amegwe,jiiga'amegwe,vai
jiiga'e,jiiga'e,vai
jiigewe'o,jiigewe'o,vai
jiigewe,jiigewe,vai
jiigewebatoo,jiigewebatoo,vai
jiigewebide,jiigewebide,vii
jiigewebizo,jiigewebizo,vai
jiigewedaabii'iwe,jiigewedaabii'iwe,vai
jiigewekii,jiigewekii,vii
jiigewekwazhiwe,jiigewekwazhiwe,vai
jiigewewidoon,jiigewewid,vti2
jiigewewizh,jiigewewiN,vta
jiigeweyaadagaa,jiigeweyaadagaa,vai
jiigeweyaadagaako,jiigeweyaadagaako,vai
jiigeweyaadagaazii,jiigeweyaadagaazii,vai
jiigeweyaadage,jiigeweyaadage,vai
jiigeweyaashi,jiigeweyaashi,vai
jiigeweyaasin,jiigeweyaasin,vii
jiigeweyaazhagaame,jiigeweyaazhagaame,vai
jiigeweyaazhagaamebatoo,jiigeweyaazhagaamebatoo,vai
jiigeweyaazhagaamemon,jiigeweyaazhagaamemo,vii
jiigiga',jiigiga'w,vta
jiigiga'an,jiigiga',vti
jiigikodan,jiigikod,vti
jiigikode,jiigikode,vii
jiigikozh,jiigikoN,vta
jiigikozo,jiigikozo,vai
jiigizh,jiigizhw,vta
jiigizhan,jiigizh,vti
jiigizhwi,jiigizhw,vta
jiikaabam,jiikaabam,vta
jiikaabandan,jiikaaband,vti
jiikaabishin,jiikaabishin,vai
jiikaagamin,jiikaagami,vii
jiikaakizige,jiikaakizige,vai
jiikakamigad,jiikakamigad,vii
jiikakamigizi,jiikakamigizi,vai
jiikamanji'o,jiikamanji'o,vai
jiikendan,jiikend,vti
jiikenim,jiikenim,vta
jiikibani'o,jiikibani'o,vai
jiikim,jiikim,vta
jiikimaagozi,jiikimaagozi,vai
jiikimaagwad,jiikimaagwad,vii
jiikimaam,jiikimaam,vta
jiikimaandan,jiikimaand,vti
jiikimaaso,jiikimaaso,vai
jiikimaate,jiikimaate,vii
jiikinaagozi,jiikinaagozi,vai
jiikinaagwad,jiikinaagwad,vii
jiikindizo,jiikindizo,vai
jiikitaagozi,jiikitaagozi,vai
jiikitaagwad,jiikitaagwad,vii
jiikitan,jiikit,vti
jiikitaw,jiikitaw,vta
jiimaanike,jiimaanike,vai
jiime,jiime,vai
jiingwe,jiingwe,vii
jiingwewe,jiingwewe,vii
jiisakii,jiisakii,vai
jiishaabikidiye,jiishaabikidiye,vai
jiishaakwa',jiishaakwa'w,vta
jiishaakwa'an,jiishaakwa',vti
jiishaakwa'ige,jiishaakwa'ige,vai
jiishaandawe'ige,jiishaandawe'ige,vai
jiishaanowebizh,jiishaanowebiN,vta
jiishada',jiishada'w,vta
jiishada'an,jiishada',vti
jiishada'ige,jiishada'ige,vai
jiishakamiga'an,jiishakamiga',vti
jiishi',jiishi',vta
jiishi'iwe,jiishi'iwe,vai
jiishim,jiishim,vta
jiishiweba',jiishiweba'w,vta
jiishiweba'an,jiishiweba',vti
jiisibidoon,jiisibid,vti2
jiisibinidiwag,jiisibinidi,vai
jiisibizh,jiisibiN,vta
jiiskinikebizo,jiiskinikebizo,vai
jiiswi,jiisw,vta
jiiwede,jiiwede,vii
jiiwezo,jiiwezo,vai
ma'iinganiwi,ma'iinganiwi,vai
maada'adoo,maada'adoo,vai
maada'adoon,maada'ad,vti2
maada'amaazo,maada'amaazo,vai
maada'an,maada',vti
maada'azh,maada'aN,vta
maada'ige,maada'ige,vai
maada'ookii,maada'ookii,vai + o
maada'oonidiwag,maada'oonidi,vai
maada'oozh,maada'ooN,vta
maadaa'an,maadaa'an,vii
maadaa'ogo,maadaa'ogo,vai
maadaaboode,maadaaboode,vii
maadaaboono,maadaaboono,vai
maadaaboozo,maadaaboozo,vai
maadaada'e,maadaada'e,vai
maadaadagaako,maadaadagaako,vai
maadaadagaazii,maadaadagaazii,vai
maadaadizi,maadaadizi,vai
maadaadodan,maadaadod,vti
maadaagiwebishkige,maadaagiwebishkige,vai
maadaajim,maadaajim,vta
maadaajimo,maadaajimo,vai
maadaajimotaw,maadaajimotaw,vta
maadaakide,maadaakide,vii
maadaakizo,maadaakizo,vai
maadaanagidoon,maadaanagidoon,vai
maadaanagidoone,maadaanagidoone,vai
maadaandawe,maadaandawe,vai
maadaanike,maadaanike,vai
maadaanimad,maadaanimad,vii
maadaapi,maadaapi,vai
maadaashi,maadaashi,vai
maadaasin,maadaasin,vii
maadaaso,maadaaso,vai
maadaate,maadaate,vii
maadaawadaaso,maadaawadaaso,vai
maadaawadoon,maadaawad,vti2
maadaawajige,maadaawajige,vai
maadaawanidiwag,maadaawanidi,vai
maadaawazh,maadaawaN,vta
maadaazhagaame,maadaazhagaame,vai
maadaazhagaamebatoo,maadaazhagaamebatoo,vai
maadadaawangose,maadadaawangose,vai
maadademo,maadademo,vai
maadagim,maadagim,vta
maadagindaaso,maadagindaaso,vai
maadagindan,maadagind,vti
maadaginzo,maadaginzo,vai
maadakamigad,maadakamigad,vii
maadakamigizi,maadakamigizi,vai
maadam,maadam,vta
maadamandam,maadamand+am,vai
maadanaamo,maadanaamo,vai
maadandan,maadand,vti
maadanjige,maadanjige,vai
maadanokaadan,maadanokaad,vti
maadanokaazh,maadanokaaN,vta
maadanokii,maadanokii,vai
maadanoozo,maadanoozo,vai
maadashkime,maadashkime,vai
maadawinzo,maadawinzo,vai
maadingwaam,maadingwaam,vai
maadizekwe,maadizekwe,vai
maadizh,maadizhw,vta
maadizhan,maadizh,vti
maadizhige,maadizhige,vai
maadoode,maadoode,vai
maadoom,maadoom,vta
maadoondan,maadoond,vti
maadwewebizoni',maadwewebizoni',vta
maadwewengwaami,maadwewengwaami,vai
maagobidoon,maagobid,vti2
maagobizh,maagobiN,vta
maagojiibidoon,maagojiibid,vti2
maagojiibizh,maagojiibiN,vta
maagon,maagon,vta
maagonamaw,maagonamaw,vta
maagonan,maagon,vti
maagonigaade,maagonigaade,vii
maagonigaazo,maagonigaazo,vai
maagonige,maagonige,vai
maagoshkan,maagoshk,vti
maagoshkaw,maagoshkaw,vta
maagoshkoodoon,maagoshkood,vti2
maagoshkoozh,maagoshkooN,vta
maagowebishkaw,maagowebishkaw,vta
maagwaakwa'an,maagwaakwa',vti
maagwam,maagwam,vta
maagwandan,maagwand,vti
maagwanjige,maagwanjige,vai
maagwapidoon,maagwapid,vti2
maagwapizh,maagwapiN,vta
maajaa',maajaa',vta
maajaa'iwe,maajaa'iwe,vai
maajaa,maajaa,vai
maajaakaazo,maajaakaazo,vai
maaji',maaji',vta
maajibii'an,maajibii',vti
maajibii'ige,maajibii'ige,vai
maajibiisaa,maajibiisaa,vii
maajibiisaan,maajibiisaan,vii
maajiboodoon,maajibood,vti2
maajiboojige,maajiboojige,vai
maajiboozh,maajibooN,vta
maajidaabaadan,maajidaabaad,vti
maajidaabaazh,maajidaabaaN,vta
maajidaabii'iwe,maajidaabii'iwe,vai
maajidaabii,maajidaabii,vai
maajidaabiiba'igo,maajidaabiiba'igo,vai
maajiga',maajiga'w,vta
maajiga'an,maajiga',vti
maajiga'ise,maajiga'ise,vai
maajigaa,maajigaa,vai
maajigaa,maajigaa,vii
maajigamide,maajigamide,vii
maajigamizige,maajigamizige,vai
maajigwaadan,maajigwaad,vti
maajigwaaso,maajigwaaso,vai
maajigwaazh,maajigwaaN,vta
maajii'oodoon,maajii'ood,vti2
maajiiba',maajiiba',vta
maajiiba'idiwag,maajiiba'idi,vai
maajiiba'igo,maajiiba'igo,vai
maajiiba'iwaazh,maajiiba'iwaaN,vta
maajiiba'iwe,maajiiba'iwe,vai
maajiibatoo,maajiibatoo,vai
maajiibide,maajiibide,vii
maajiibii'amaw,maajiibii'amaw,vta
maajiibii'ige,maajiibii'ige,vai
maajiibizo,maajiibizo,vai
maajiibizoni',maajiibizoni',vta
maajiida',maajiida',vta
maajiidaabii'iwe,maajiidaabii'iwe,vai
maajiidaaso,maajiidaaso,vai
maajiidamaw,maajiidamaw,vta
maajiidaw,maajiidaw,vta
maajiidoon,maajiid,vti2
maajiigi',maajiigi',vta
maajiigi,maajiigi,vai
maajiigidaazo,maajiigidaazo,vai
maajiigin,maajiigin,vii
maajiigitoon,maajiigit,vti2
maajiijigaade,maajiijigaade,vii
maajiijigaazo,maajiijigaazo,vai
maajiikan,maajiik,vti
maajiikaw,maajiikaw,vta
maajiikodaadiwag,maajookodaadi,vai
maajiikwazhiwe,maajiikwazhiwe,vai
maajiinizha',maajiinizha'w,vta
maajiishimo,maajiishimo,vai
maajiishkaa',maajiishkaa',vta
maajiishkaa,maajiishkaa,vai
maajiishkaa,maajiishkaa,vii
maajiishkaatoon,maajiishkaat,vti2
maajiiwane,maajiiwane,vai
maajiiwanen,maajiiwane,vai + o
