,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
96,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,Dim,NONE,NONE,NONE,ObvPl,ginishiinsa',g<<nishiw2>>V1nsa',JDN-2010-Nouns,ginishiinsan,g<<nishiw2>>V1nsan,JDN-2010-Nouns
97,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,Dim,NONE,NONE,NONE,ObvPl,ginishiinsiwaa',g<<nishiw2>>V1nsiwaa',JDN-2010-Nouns,ginishiinsiwaan,g<<nishiw2>>V1nsiwaan,JDN-2010-Nouns
98,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,Dim,NONE,NONE,NONE,ObvPl,onishiinsa',w<<nishiw2>>V1nsa',JDN-2010-Nouns,onishiinsan,w<<nishiw2>>V1nsan,JDN-2010-Nouns
99,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,Dim,NONE,NONE,NONE,ObvPl,onishiinsiwaa',w<<nishiw2>>V1nsiwaa',JDN-2010-Nouns,onishiinsiwaan,w<<nishiw2>>V1nsiwaan,JDN-2010-Nouns
100,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,Dim,NONE,NONE,NONE,ObvPl,onishiinsini,w<<nishiw2>>V1nsiniw1,JDN-2010-Nouns,onishiinsini,w<<nishiw2>>V1nsiniw1,JDN-2010-Nouns
101,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,Dim,NONE,NONE,NONE,ObvPl,onishiinsini,w<<nishiw2>>V1nsiniw1,GUESS,onishiinsini,w<<nishiw2>>V1nsiniw1,GUESS
130,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,Dim,Poss,NONE,NONE,ObvPl,ninishiinsima',n<<nishiw2>>V1nsima',JDN-2010-Nouns,ninishiinsiman,n<<nishiw2>>V1nsiman,JDN-2010-Nouns
131,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,Dim,Poss,NONE,NONE,ObvPl,ninishiinsiminaani',n<<nishiw2>>V1nsiminaani',JDN-2010-Nouns,ninishiinsiminaanin,n<<nishiw2>>V1nsiminaanin,JDN-2010-Nouns
132,NAD,NAD_Vw,nishi,nishiw2,InclPoss,Dim,Poss,NONE,NONE,ObvPl,ginishiinsiminaani',g<<nishiw2>>V1nsiminaani',JDN-2010-Nouns,ginishiinsiminaanin,g<<nishiw2>>V1nsiminaanin,JDN-2010-Nouns
133,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,Dim,Poss,NONE,NONE,ObvPl,ginishiinsima',g<<nishiw2>>V1nsima',JDN-2010-Nouns,ginishiinsiman,g<<nishiw2>>V1nsiman,JDN-2010-Nouns
