,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
98,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,Dim,NONE,NONE,NONE,Loc,ojiimaanensining,o<<jiimaan>>ensining,GUESS
99,NI,NI_C,jiimaan,jiimaan,1SgPoss,Dim,Poss,NONE,NONE,Pl,ninjiimaanensiman,ni<<jiimaan>>ensiman,JDN-2010-Nouns
100,NI,NI_C,jiimaan,jiimaan,ExclPoss,Dim,Poss,NONE,NONE,Pl,ninjiimaanensiminaanin,ni<<jiimaan>>ensiminaanin,JDN-2010-Nouns
101,NI,NI_C,jiimaan,jiimaan,InclPoss,Dim,Poss,NONE,NONE,Pl,gijiimaanensiminaanin,gi<<jiimaan>>ensiminaanin,JDN-2010-Nouns
102,NI,NI_C,jiimaan,jiimaan,2SgPoss,Dim,Poss,NONE,NONE,Pl,gijiimaanensiman,gi<<jiimaan>>ensiman,JDN-2010-Nouns
103,NI,NI_C,jiimaan,jiimaan,2PlPoss,Dim,Poss,NONE,NONE,Pl,gijiimaanensimiwaan,gi<<jiimaan>>ensimiwaan,JDN-2010-Nouns
104,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,Dim,Poss,NONE,NONE,Pl,ojiimaanensiman,o<<jiimaan>>ensiman,JDN-2010-Nouns
105,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,Dim,Poss,NONE,NONE,Pl,ojiimaanensimiwaan,o<<jiimaan>>ensimiwaan,JDN-2010-Nouns
106,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,Dim,Poss,NONE,NONE,Pl,ojiimaanensimini,o<<jiimaan>>ensiminiw1,JDN-2010-Nouns
107,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,Dim,Poss,NONE,NONE,Pl,ojiimaanensimini,o<<jiimaan>>ensiminiw1,GUESS
108,NI,NI_C,jiimaan,jiimaan,1SgPoss,Dim,Poss,NONE,NONE,Sg,ninjiimaanensim,ni<<jiimaan>>ensim,JDN-2010-Nouns
109,NI,NI_C,jiimaan,jiimaan,ExclPoss,Dim,Poss,NONE,NONE,Sg,ninjiimaanensiminaan,ni<<jiimaan>>ensiminaan,JDN-2010-Nouns
110,NI,NI_C,jiimaan,jiimaan,InclPoss,Dim,Poss,NONE,NONE,Sg,gijiimaanensiminaan,gi<<jiimaan>>ensiminaan,JDN-2010-Nouns
111,NI,NI_C,jiimaan,jiimaan,2SgPoss,Dim,Poss,NONE,NONE,Sg,gijiimaanensim,gi<<jiimaan>>ensim,JDN-2010-Nouns
112,NI,NI_C,jiimaan,jiimaan,2PlPoss,Dim,Poss,NONE,NONE,Sg,gijiimaanensimiwaa,gi<<jiimaan>>ensimiwaa,JDN-2010-Nouns
113,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,Dim,Poss,NONE,NONE,Sg,ojiimaanensim,o<<jiimaan>>ensim,JDN-2010-Nouns
114,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,Dim,Poss,NONE,NONE,Sg,ojiimaanensimiwaa,o<<jiimaan>>ensimiwaa,JDN-2010-Nouns
115,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,Dim,Poss,NONE,NONE,Sg,ojiimaanensimini,o<<jiimaan>>ensiminiw1,JDN-2010-Nouns
116,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,Dim,Poss,NONE,NONE,Sg,ojiimaanensimini,o<<jiimaan>>ensiminiw1,GUESS
117,NI,NI_C,jiimaan,jiimaan,1SgPoss,Dim,Poss,NONE,NONE,Loc,ninjiimaanensiming,ni<<jiimaan>>ensiming,JDN-2010-Nouns
118,NI,NI_C,jiimaan,jiimaan,ExclPoss,Dim,Poss,NONE,NONE,Loc,ninjiimaanensiminaang,ni<<jiimaan>>ensiminaang,JDN-2010-Nouns
119,NI,NI_C,jiimaan,jiimaan,InclPoss,Dim,Poss,NONE,NONE,Loc,gijiimaanensiminaang,gi<<jiimaan>>ensiminaang,JDN-2010-Nouns
120,NI,NI_C,jiimaan,jiimaan,2SgPoss,Dim,Poss,NONE,NONE,Loc,gijiimaanensiming,gi<<jiimaan>>ensiming,JDN-2010-Nouns
121,NI,NI_C,jiimaan,jiimaan,2PlPoss,Dim,Poss,NONE,NONE,Loc,gijiimaanensimiwaang,gi<<jiimaan>>ensimiwaang,JDN-2010-Nouns
122,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,Dim,Poss,NONE,NONE,Loc,ojiimaanensiming,o<<jiimaan>>ensiming,JDN-2010-Nouns
123,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,Dim,Poss,NONE,NONE,Loc,ojiimaanensimiwaang,o<<jiimaan>>ensimiwaang,JDN-2010-Nouns
124,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,Dim,Poss,NONE,NONE,Loc,ojiimaanensimining,o<<jiimaan>>ensimining,JDN-2010-Nouns
125,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,Dim,Poss,NONE,NONE,Loc,ojiimaanensimining,o<<jiimaan>>ensimining,GUESS
126,NI,NI_C,jiimaan,jiimaan,1SgPoss,NONE,NONE,Pej,NONE,Pl,ninjiimaanishan,ni<<jiimaan>>ishan,JDN-2010-Nouns
127,NI,NI_C,jiimaan,jiimaan,ExclPoss,NONE,NONE,Pej,NONE,Pl,ninjiimaanishinaanin,ni<<jiimaan>>ishinaanin,JDN-2010-Nouns
128,NI,NI_C,jiimaan,jiimaan,InclPoss,NONE,NONE,Pej,NONE,Pl,gijiimaanishinaanin,gi<<jiimaan>>ishinaanin,JDN-2010-Nouns
129,NI,NI_C,jiimaan,jiimaan,2SgPoss,NONE,NONE,Pej,NONE,Pl,gijiimaanishan,gi<<jiimaan>>ishan,JDN-2010-Nouns
130,NI,NI_C,jiimaan,jiimaan,2PlPoss,NONE,NONE,Pej,NONE,Pl,gijiimaanishiwaan,gi<<jiimaan>>ishiwaan,JDN-2010-Nouns
131,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,NONE,NONE,Pej,NONE,Pl,ojiimaanishan,o<<jiimaan>>ishan,JDN-2010-Nouns
132,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,NONE,NONE,Pej,NONE,Pl,ojiimaanishiwaan,o<<jiimaan>>ishiwaan,JDN-2010-Nouns
133,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,NONE,NONE,Pej,NONE,Pl,ojiimaanishini,o<<jiimaan>>ishiniw1,JDN-2010-Nouns
134,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,NONE,NONE,Pej,NONE,Pl,ojiimaanishini,o<<jiimaan>>ishiniw1,GUESS
135,NI,NI_C,jiimaan,jiimaan,1SgPoss,NONE,NONE,Pej,NONE,Sg,ninjiimaanish,ni<<jiimaan>>ish,JDN-2010-Nouns
136,NI,NI_C,jiimaan,jiimaan,ExclPoss,NONE,NONE,Pej,NONE,Sg,ninjiimaanishinaan,ni<<jiimaan>>ishinaan,JDN-2010-Nouns
137,NI,NI_C,jiimaan,jiimaan,InclPoss,NONE,NONE,Pej,NONE,Sg,gijiimaanishinaan,gi<<jiimaan>>ishinaan,JDN-2010-Nouns
138,NI,NI_C,jiimaan,jiimaan,2SgPoss,NONE,NONE,Pej,NONE,Sg,gijiimaanish,gi<<jiimaan>>ish,JDN-2010-Nouns
139,NI,NI_C,jiimaan,jiimaan,2PlPoss,NONE,NONE,Pej,NONE,Sg,gijiimaanishiwaa,gi<<jiimaan>>ishiwaa,JDN-2010-Nouns
140,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,NONE,NONE,Pej,NONE,Sg,ojiimaanish,o<<jiimaan>>ish,JDN-2010-Nouns
141,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,NONE,NONE,Pej,NONE,Sg,ojiimaanishiwaa,o<<jiimaan>>ishiwaa,JDN-2010-Nouns
142,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,NONE,NONE,Pej,NONE,Sg,ojiimaanishini,o<<jiimaan>>ishiniw1,JDN-2010-Nouns
143,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,NONE,NONE,Pej,NONE,Sg,ojiimaanishini,o<<jiimaan>>ishiniw1,GUESS
144,NI,NI_C,jiimaan,jiimaan,1SgPoss,NONE,NONE,Pej,NONE,Loc,ninjiimaanishing,ni<<jiimaan>>ishing,JDN-2010-Nouns
145,NI,NI_C,jiimaan,jiimaan,ExclPoss,NONE,NONE,Pej,NONE,Loc,ninjiimaanishinaang,ni<<jiimaan>>ishinaang,JDN-2010-Nouns
146,NI,NI_C,jiimaan,jiimaan,InclPoss,NONE,NONE,Pej,NONE,Loc,gijiimaanishinaang,gi<<jiimaan>>ishinaang,JDN-2010-Nouns
147,NI,NI_C,jiimaan,jiimaan,2SgPoss,NONE,NONE,Pej,NONE,Loc,gijiimaanishing,gi<<jiimaan>>ishing,JDN-2010-Nouns
148,NI,NI_C,jiimaan,jiimaan,2PlPoss,NONE,NONE,Pej,NONE,Loc,gijiimaanishiwaang,gi<<jiimaan>>ishiwaang,JDN-2010-Nouns
149,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,NONE,NONE,Pej,NONE,Loc,ojiimaanishing,o<<jiimaan>>ishing,JDN-2010-Nouns
150,NI,NI_C,jiimaan,jiimaan,3PlProxPoss,NONE,NONE,Pej,NONE,Loc,ojiimaanishiwaang,o<<jiimaan>>ishiwaang,JDN-2010-Nouns
151,NI,NI_C,jiimaan,jiimaan,3SgObvPoss,NONE,NONE,Pej,NONE,Loc,ojiimaanishining,o<<jiimaan>>ishining,JDN-2010-Nouns
152,NI,NI_C,jiimaan,jiimaan,3PlObvPoss,NONE,NONE,Pej,NONE,Loc,ojiimaanishining,o<<jiimaan>>ishining,GUESS
153,NI,NI_C,jiimaan,jiimaan,1SgPoss,NONE,Poss,Pej,NONE,Pl,ninjiimaanimishan,ni<<jiimaan>>imishan,JDN-2010-Nouns
154,NI,NI_C,jiimaan,jiimaan,ExclPoss,NONE,Poss,Pej,NONE,Pl,ninjiimaanimishinaanin,ni<<jiimaan>>imishinaanin,JDN-2010-Nouns
155,NI,NI_C,jiimaan,jiimaan,InclPoss,NONE,Poss,Pej,NONE,Pl,gijiimaanimishinaanin,gi<<jiimaan>>imishinaanin,JDN-2010-Nouns
156,NI,NI_C,jiimaan,jiimaan,2SgPoss,NONE,Poss,Pej,NONE,Pl,gijiimaanimishan,gi<<jiimaan>>imishan,JDN-2010-Nouns
157,NI,NI_C,jiimaan,jiimaan,2PlPoss,NONE,Poss,Pej,NONE,Pl,gijiimaanimishiwaan,gi<<jiimaan>>imishiwaan,JDN-2010-Nouns
158,NI,NI_C,jiimaan,jiimaan,3SgProxPoss,NONE,Poss,Pej,NONE,Pl,ojiimaanimishan,o<<jiimaan>>imishan,JDN-2010-Nouns
