Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
NI,NI_Cw,aniibiishibag,aniibiishibagw2,1SgPoss,Dim,Poss,NONE,NONE,Pl,nindaniibiishibagoonsiman,ni<<aniibiishibagw2>>oonsiman,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,ExclPoss,Dim,Poss,NONE,NONE,Pl,nindaniibiishibagoonsiminaanin,ni<<aniibiishibagw2>>oonsiminaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,InclPoss,Dim,Poss,NONE,NONE,Pl,gidaniibiishibagoonsiminaanin,gi<<aniibiishibagw2>>oonsiminaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2SgPoss,Dim,Poss,NONE,NONE,Pl,gidaniibiishibagoonsiman,gi<<aniibiishibagw2>>oonsiman,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2PlPoss,Dim,Poss,NONE,NONE,Pl,gidaniibiishibagoonsimiwaan,gi<<aniibiishibagw2>>oonsimiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgProxPoss,Dim,Poss,NONE,NONE,Pl,odaniibiishibagoonsiman,o<<aniibiishibagw2>>oonsiman,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlProxPoss,Dim,Poss,NONE,NONE,Pl,odaniibiishibagoonsimiwaan,o<<aniibiishibagw2>>oonsimiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgObvPoss,Dim,Poss,NONE,NONE,Pl,odaniibiishibagoonsimini,o<<aniibiishibagw2>>oonsiminiw1,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlObvPoss,Dim,Poss,NONE,NONE,Pl,odaniibiishibagoonsimini,o<<aniibiishibagw2>>oonsiminiw1,GUESS,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,1SgPoss,NONE,NONE,Pej,NONE,Pl,nindaniibiishibagoshan,ni<<aniibiishibagw2>>oshan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,ExclPoss,NONE,NONE,Pej,NONE,Pl,nindaniibiishibagoshinaanin,ni<<aniibiishibagw2>>oshinaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,InclPoss,NONE,NONE,Pej,NONE,Pl,gidaniibiishibagoshinaanin,gi<<aniibiishibagw2>>oshinaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2SgPoss,NONE,NONE,Pej,NONE,Pl,gidaniibiishibagoshan,gi<<aniibiishibagw2>>oshan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2PlPoss,NONE,NONE,Pej,NONE,Pl,gidaniibiishibagoshiwaan,gi<<aniibiishibagw2>>oshiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgProxPoss,NONE,NONE,Pej,NONE,Pl,odaniibiishibagoshan,o<<aniibiishibagw2>>oshan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlProxPoss,NONE,NONE,Pej,NONE,Pl,odaniibiishibagoshiwaan,o<<aniibiishibagw2>>oshiwaan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3SgObvPoss,NONE,NONE,Pej,NONE,Pl,odaniibiishibagoshini,o<<aniibiishibagw2>>oshiniw1,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,3PlObvPoss,NONE,NONE,Pej,NONE,Pl,odaniibiishibagoshini,o<<aniibiishibagw2>>oshiniw1,GUESS,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,1SgPoss,NONE,Poss,Pej,NONE,Pl,nindaniibiishibagomishan,ni<<aniibiishibagw2>>omishan,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,ExclPoss,NONE,Poss,Pej,NONE,Pl,nindaniibiishibagomishinaanin,ni<<aniibiishibagw2>>omishinaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,InclPoss,NONE,Poss,Pej,NONE,Pl,gidaniibiishibagomishinaanin,gi<<aniibiishibagw2>>omishinaanin,JDN-2010-Nouns,,,
NI,NI_Cw,aniibiishibag,aniibiishibagw2,2SgPoss,NONE,Poss,Pej,NONE,Pl,gidaniibiishibagomishan,gi<<aniibiishibagw2>>omishan,JDN-2010-Nouns,,,
