,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
132,NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,Pret,ObvPl,ginaaninaabanii',g<<naan>>inaabanii',JDN-2010-Nouns
133,NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,Pret,ObvPl,ginaanibanii',g<<naan>>ibanii',JDN-2010-Nouns
134,NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,Pret,ObvPl,ginaaniwaabanii',g<<naan>>iwaabanii',JDN-2010-Nouns
135,NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,NONE,Pret,ObvPl,onaanibanii',w<<naan>>ibanii',JDN-2010-Nouns
136,NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,NONE,Pret,ObvPl,onaaniwaabanii',w<<naan>>iwaabanii',JDN-2010-Nouns
137,NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,NONE,Pret,ObvPl,onaaniniban,w<<naan>>iniban,JDN-2010-Nouns
138,NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,NONE,Pret,ObvPl,onaaniniban,w<<naan>>iniban,GUESS
139,NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,Pret,ProxSg,ninaanensiban,n<<naan>>ensiban,JDN-2010-Nouns
140,NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,Pret,ProxSg,ninaanensinaaban,n<<naan>>ensinaaban,JDN-2010-Nouns
141,NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,Pret,ProxSg,ginaanensinaaban,g<<naan>>ensinaaban,JDN-2010-Nouns
142,NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,Pret,ProxSg,ginaanensiban,g<<naan>>ensiban,JDN-2010-Nouns
143,NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,Pret,ProxSg,ginaanensiwaaban,g<<naan>>ensiwaaban,JDN-2010-Nouns
144,NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,Pret,ProxPl,ninaanensibaniig,n<<naan>>ensibaniig,JDN-2010-Nouns
145,NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,Pret,ProxPl,ninaanensinaabaniig,n<<naan>>ensinaabaniig,JDN-2010-Nouns
146,NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,Pret,ProxPl,ginaanensinaabaniig,g<<naan>>ensinaabaniig,JDN-2010-Nouns
147,NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,Pret,ProxPl,ginaanensibaniig,g<<naan>>ensibaniig,JDN-2010-Nouns
148,NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,Pret,ProxPl,ginaanensiwaabaniig,g<<naan>>ensiwaabaniig,JDN-2010-Nouns
149,NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,Pret,ObvSg,ninaanensibaniin,n<<naan>>ensibaniin,JDN-2010-Nouns
150,NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,Pret,ObvSg,ninaanensinaabaniin,n<<naan>>ensinaabaniin,JDN-2010-Nouns
151,NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,Pret,ObvSg,ginaanensinaabaniin,g<<naan>>ensinaabaniin,JDN-2010-Nouns
152,NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,Pret,ObvSg,ginaanensibaniin,g<<naan>>ensibaniin,JDN-2010-Nouns
153,NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,Pret,ObvSg,ginaanensiwaabaniin,g<<naan>>ensiwaabaniin,JDN-2010-Nouns
154,NAD,NAD_C,naan,naan,3SgProxPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensibaniin,w<<naan>>ensibaniin,JDN-2010-Nouns
155,NAD,NAD_C,naan,naan,3PlProxPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensiwaabaniin,w<<naan>>ensiwaabaniin,JDN-2010-Nouns
156,NAD,NAD_C,naan,naan,3SgObvPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensiniban,w<<naan>>ensiniban,JDN-2010-Nouns
157,NAD,NAD_C,naan,naan,3PlObvPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensiniban,w<<naan>>ensiniban,GUESS
158,NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,Pret,ObvPl,ninaanensibanii',n<<naan>>ensibanii',JDN-2010-Nouns
159,NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,Pret,ObvPl,ninaanensinaabanii',n<<naan>>ensinaabanii',JDN-2010-Nouns
160,NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,Pret,ObvPl,ginaanensinaabanii',g<<naan>>ensinaabanii',JDN-2010-Nouns
161,NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,Pret,ObvPl,ginaanensibanii',g<<naan>>ensibanii',JDN-2010-Nouns
162,NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,Pret,ObvPl,ginaanensiwaabanii',g<<naan>>ensiwaabanii',JDN-2010-Nouns
163,NAD,NAD_C,naan,naan,3SgProxPoss,Dim,NONE,NONE,Pret,ObvPl,onaanensibanii',w<<naan>>ensibanii',JDN-2010-Nouns
164,NAD,NAD_C,naan,naan,3PlProxPoss,Dim,NONE,NONE,Pret,ObvPl,onaanensiwaabanii',w<<naan>>ensiwaabanii',JDN-2010-Nouns
165,NAD,NAD_C,naan,naan,3SgObvPoss,Dim,NONE,NONE,Pret,ObvPl,onaanensiniban,w<<naan>>ensiniban,JDN-2010-Nouns
166,NAD,NAD_C,naan,naan,3PlObvPoss,Dim,NONE,NONE,Pret,ObvPl,onaanensiniban,w<<naan>>ensiniban,GUESS
167,NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,Pej,NONE,ProxSg,ninaanenzhish,n<<naan>>enzhish,JDN-2010-Nouns
168,NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,Pej,NONE,ProxSg,ninaanenzhishinaan,n<<naan>>enzhishinaan,JDN-2010-Nouns
169,NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,Pej,NONE,ProxSg,ginaanenzhishinaan,g<<naan>>enzhishinaan,JDN-2010-Nouns
170,NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,Pej,NONE,ProxSg,ginaanenzhish,g<<naan>>enzhish,JDN-2010-Nouns
171,NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,Pej,NONE,ProxSg,ginaanenzhishiwaa,g<<naan>>enzhishiwaa,JDN-2010-Nouns
