Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,NA,Poss,NA,NA,Loc,gizhiishiibiminaang,gi<<zhiishiib>>iminaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,NA,Poss,NA,NA,Loc,gizhiishiibiming,gi<<zhiishiib>>iming,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,NA,Poss,NA,NA,Loc,gizhiishiib>>imiwaang,gi<<zhiishiib>>imiwaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgProxPoss,NA,Poss,NA,NA,Loc,ozhiishiibiming,o<<zhiishiib>>iming,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlProxPoss,NA,Poss,NA,NA,Loc,ozhiishiibimiwaang,o<<zhiishiib>>imiwaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgObvPoss,NA,Poss,NA,NA,Loc,ozhiishiibimining,o<<zhiishiib>>imining,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlObvPoss,NA,Poss,NA,NA,Loc,ozhiishiibimining,o<<zhiishiib>>imining,GUESS,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,Dim,NA,NA,NA,ProxSg,nizhiishiibens,ni<<zhiishiib>>ens,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,Dim,NA,NA,NA,ProxSg,nizhiishiibensinaan,ni<<zhiishiib>>ensinaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,Dim,NA,NA,NA,ProxSg,gizhiishiibensinaan,gi<<zhiishiib>>ensinaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,Dim,NA,NA,NA,ProxSg,gizhiishiibens,gi<<zhiishiib>>ens,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,Dim,NA,NA,NA,ProxSg,gizhiishiibensiwaa,gi<<zhiishiib>>ensiwaa,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,Dim,NA,NA,NA,ProxPl,nizhiishiibensag,ni<<zhiishiib>>ensag,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,Dim,NA,NA,NA,ProxPl,nizhiishiibensinaanig,ni<<zhiishiib>>ensinaanig,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,Dim,NA,NA,NA,ProxPl,gizhiishiibensinaanig,gi<<zhiishiib>>ensinaanig,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,Dim,NA,NA,NA,ProxPl,gizhiishiibensag,gi<<zhiishiib>>ensag,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,Dim,NA,NA,NA,ProxPl,gizhiishiibensiwaag,gi<<zhiishiib>>ensiwaag,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,Dim,NA,NA,NA,ObvSg,nizhiishiibensan,ni<<zhiishiib>>ensan,JDN-2010-Nouns,,,
