,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
79,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,Poss,NONE,NONE,ObvSg,ninzhiishiibiman,ni<<zhiishiib>>iman,JDN-2010-Nouns
80,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,Poss,NONE,NONE,ObvSg,ninzhiishiibiminaanin,ni<<zhiishiib>>iminaanin,JDN-2010-Nouns
81,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,Poss,NONE,NONE,ObvSg,gizhiishiibiminaanin,gi<<zhiishiib>>iminaanin,JDN-2010-Nouns
82,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,Poss,NONE,NONE,ObvSg,gizhiishiibiman,gi<<zhiishiib>>iman,JDN-2010-Nouns
83,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,Poss,NONE,NONE,ObvSg,gizhiishiibimiwaan,gi<<zhiishiib>>imiwaan,JDN-2010-Nouns
84,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,NONE,Poss,NONE,NONE,ObvSg,ozhiishiibiman,o<<zhiishiib>>iman,JDN-2010-Nouns
85,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,NONE,Poss,NONE,NONE,ObvSg,ozhiishiibimiwaan,o<<zhiishiib>>imiwaan,JDN-2010-Nouns
86,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,NONE,Poss,NONE,NONE,ObvSg,ozhiishiibimini,o<<zhiishiib>>iminiw1,JDN-2010-Nouns
87,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,NONE,Poss,NONE,NONE,ObvSg,ozhiishiibimini,o<<zhiishiib>>iminiw1,GUESS
88,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,Poss,NONE,NONE,ObvPl,ninzhiishiibima',ni<<zhiishiib>>ima',JDN-2010-Nouns
89,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,Poss,NONE,NONE,ObvPl,ninzhiishiibiminaani',ni<<zhiishiib>>iminaani',JDN-2010-Nouns
90,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,Poss,NONE,NONE,ObvPl,gizhiishiibiminaani',gi<<zhiishiib>>iminaani',JDN-2010-Nouns
91,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,Poss,NONE,NONE,ObvPl,gizhiishiibima',gi<<zhiishiib>>ima',JDN-2010-Nouns
92,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,Poss,NONE,NONE,ObvPl,gizhiishiibimiwaa',gi<<zhiishiib>>imiwaa',JDN-2010-Nouns
93,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,NONE,Poss,NONE,NONE,ObvPl,ozhiishiibima',o<<zhiishiib>>ima',JDN-2010-Nouns
94,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,NONE,Poss,NONE,NONE,ObvPl,ozhiishiibimiwaa',o<<zhiishiib>>imiwaa',JDN-2010-Nouns
95,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,NONE,Poss,NONE,NONE,ObvPl,ozhiishiibimini,o<<zhiishiib>>iminiw1,JDN-2010-Nouns
96,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,NONE,Poss,NONE,NONE,ObvPl,ozhiishiibimini,o<<zhiishiib>>iminiw1,GUESS
97,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,NONE,Poss,NONE,NONE,Loc,ninzhiishiibiming,ni<<zhiishiib>>iming,JDN-2010-Nouns
98,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,NONE,Poss,NONE,NONE,Loc,ninzhiishiibiminaang,ni<<zhiishiib>>iminaang,JDN-2010-Nouns
99,NA,NA_C,zhiishiib,zhiishiib,InclPoss,NONE,Poss,NONE,NONE,Loc,gizhiishiibiminaang,gi<<zhiishiib>>iminaang,JDN-2010-Nouns
100,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,NONE,Poss,NONE,NONE,Loc,gizhiishiibiming,gi<<zhiishiib>>iming,JDN-2010-Nouns
101,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,NONE,Poss,NONE,NONE,Loc,gizhiishiibimiwaang,gi<<zhiishiib>>imiwaang,JDN-2010-Nouns
102,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,NONE,Poss,NONE,NONE,Loc,ozhiishiibiming,o<<zhiishiib>>iming,JDN-2010-Nouns
